batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,OPS,외국인,weight,weight_category,age,age_category
22,권정웅,2016,삼성,0.000,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,180cm/88kg,1992,0.0,1.0,88,2,24,1
22,권정웅,2017,삼성,0.250,6,4,0,1,0,0,0,1,0,0,0,0,0,3,0,0.25,0.25,0,180cm/88kg,1992,0.5,1.0,88,2,25,1
22,권정웅,2018,삼성,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,180cm/88kg,1992,0.0,1.0,88,2,26,1
23,권희동,2013,NC,0.293,12,41,2,12,0,0,0,12,4,0,0,1,0,8,0,0.293,0.302,1,177cm/85kg,1990,0.595,1.0,85,2,23,1
23,권희동,2014,NC,0.250,10,12,2,3,2,0,0,5,2,0,0,4,0,2,0,0.417,0.438,0,177cm/85kg,1990,0.855,1.0,85,2,24,1
23,권희동,2017,NC,0.258,11,31,1,8,3,0,1,14,2,1,0,3,1,7,1,0.452,0.343,0,177cm/85kg,1990,0.795,1.0,85,2,27,1
23,권희동,2018,NC,0.154,6,13,1,2,0,0,1,5,2,0,0,2,2,6,0,0.385,0.353,0,177cm/85kg,1990,0.738,1.0,85,2,28,1
24,김강민,2003,SK,-,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,182cm/85kg,1982,,1.0,85,2,21,0
24,김강민,2004,SK,0.250,9,8,0,2,0,0,0,2,0,1,1,0,0,2,1,0.25,0.25,0,182cm/85kg,1982,0.5,1.0,85,2,22,0
24,김강민,2005,SK,0.000,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,182cm/85kg,1982,0.0,1.0,85,2,23,1
24,김강민,2006,SK,0.353,12,34,6,12,0,1,1,17,5,2,1,4,0,7,2,0.5,0.421,0,182cm/85kg,1982,0.921,1.0,85,2,24,1
24,김강민,2007,SK,0.250,10,36,4,9,2,0,0,11,1,5,1,2,0,2,0,0.306,0.289,0,182cm/85kg,1982,0.595,1.0,85,2,25,1
24,김강민,2008,SK,0.250,12,24,4,6,1,1,0,9,2,3,1,4,0,2,1,0.375,0.357,1,182cm/85kg,1982,0.732,1.0,85,2,26,1
24,김강민,2009,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,182cm/85kg,1982,,1.0,85,2,27,1
24,김강민,2010,SK,0.133,10,30,5,4,1,0,1,8,5,2,0,3,0,3,0,0.267,0.212,0,182cm/85kg,1982,0.479,1.0,85,2,28,1
24,김강민,2011,SK,0.355,8,31,3,11,1,0,0,12,4,2,1,3,1,2,2,0.387,0.429,1,182cm/85kg,1982,0.8160000000000001,1.0,85,2,29,2
24,김강민,2012,SK,0.258,10,31,3,8,3,0,0,11,4,1,0,2,0,5,1,0.355,0.303,0,182cm/85kg,1982,0.6579999999999999,1.0,85,2,30,2
24,김강민,2013,SK,0.105,10,19,2,2,1,0,0,3,2,1,0,2,2,2,1,0.158,0.261,0,182cm/85kg,1982,0.419,1.0,85,2,31,2
24,김강민,2014,SK,0.219,9,32,5,7,4,0,0,11,2,2,0,5,0,4,1,0.344,0.324,0,182cm/85kg,1982,0.6679999999999999,1.0,85,2,32,2
24,김강민,2015,SK,0.111,8,27,1,3,0,0,0,3,2,0,2,1,0,12,0,0.111,0.143,0,182cm/85kg,1982,0.254,1.0,85,2,33,2
24,김강민,2016,SK,0.242,14,33,2,8,1,0,2,15,7,1,0,5,0,8,1,0.455,0.342,0,182cm/85kg,1982,0.797,1.0,85,2,34,2
24,김강민,2017,SK,0.192,8,26,3,5,0,0,1,8,1,0,0,2,0,6,0,0.308,0.25,0,182cm/85kg,1982,0.5579999999999999,1.0,85,2,35,2
24,김강민,2018,SK,0.143,6,7,1,1,0,0,0,1,0,0,0,0,0,2,0,0.143,0.143,1,182cm/85kg,1982,0.286,1.0,85,2,36,2
101,문선재,2009,LG,-,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1.0,0,184cm/80kg,1990,,1.0,80,1,19,0
101,문선재,2013,LG,0.167,4,12,0,2,1,0,0,3,0,0,0,1,0,6,0,0.25,0.231,1,184cm/80kg,1990,0.481,1.0,80,1,23,1
101,문선재,2014,LG,0.290,10,31,4,9,2,1,1,16,7,1,0,0,0,6,0,0.516,0.29,1,184cm/80kg,1990,0.8059999999999999,1.0,80,1,24,1
101,문선재,2015,LG,0.273,12,22,7,6,2,0,1,11,5,4,1,6,0,10,1,0.5,0.429,0,184cm/80kg,1990,0.929,1.0,80,1,25,1
101,문선재,2016,LG,0.077,8,13,1,1,1,0,0,2,1,1,1,4,0,4,0,0.154,0.278,0,184cm/80kg,1990,0.4320000000000001,1.0,80,1,26,1
101,문선재,2017,LG,0.368,11,19,1,7,0,0,0,7,2,0,3,2,0,3,0,0.368,0.429,0,184cm/80kg,1990,0.7969999999999999,1.0,80,1,27,1
30,김동엽,2016,SK,0.200,6,10,0,2,0,0,0,2,1,0,0,0,0,5,0,0.2,0.182,0,186cm/101kg,1990,0.382,1.0,101,3,26,1
30,김동엽,2017,SK,0.316,10,38,3,12,3,0,2,21,10,0,0,0,1,5,1,0.5529999999999999,0.325,0,186cm/101kg,1990,0.8780000000000001,1.0,101,3,27,1
30,김동엽,2018,SK,0.286,5,14,0,4,1,0,0,5,2,1,0,0,0,1,0,0.357,0.286,0,186cm/101kg,1990,0.643,1.0,101,3,28,1
31,김동욱,2008,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,183cm/89kg,1988,,1.0,89,2,20,0
31,김동욱,2013,삼성,0.400,6,5,1,2,0,0,0,2,0,0,0,1,0,0,1,0.4,0.5,0,183cm/89kg,1988,0.9,1.0,89,2,25,1
31,김동욱,2015,KT,0.200,2,5,0,1,1,0,0,2,1,0,0,0,0,1,0,0.4,0.2,0,183cm/89kg,1988,0.6000000000000001,1.0,89,2,27,1
31,김동욱,2016,KT,0.278,8,18,5,5,0,0,1,8,3,0,0,1,0,4,0,0.444,0.316,1,183cm/89kg,1988,0.76,1.0,89,2,28,1
31,김동욱,2017,KT,0.346,11,26,4,9,2,0,0,11,3,1,1,1,1,5,0,0.423,0.393,0,183cm/89kg,1988,0.8160000000000001,1.0,89,2,29,2
31,김동욱,2018,KT,0.286,6,7,1,2,2,0,0,4,0,0,0,1,0,1,0,0.5710000000000001,0.375,0,183cm/89kg,1988,0.946,1.0,89,2,30,2
33,김동한,2013,두산,0.000,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,174cm/74kg,1988,0.0,1.0,74,0,25,1
33,김동한,2016,롯데,0.167,7,6,1,1,0,0,0,1,0,0,1,1,0,0,0,0.1669999999999999,0.286,0,174cm/74kg,1988,0.4529999999999999,1.0,74,0,28,1
33,김동한,2017,롯데,0.111,10,9,2,1,1,0,0,2,1,1,0,3,0,2,0,0.222,0.333,0,174cm/74kg,1988,0.555,1.0,74,0,29,2
33,김동한,2018,롯데,0.375,4,8,2,3,0,0,0,3,2,0,0,0,1,0,1,0.375,0.444,0,174cm/74kg,1988,0.8190000000000001,1.0,74,0,30,2
35,김문호,2007,롯데,0.167,5,6,1,1,0,0,1,4,1,0,0,0,0,3,0,0.667,0.1669999999999999,1,185cm/102kg,1987,0.8340000000000001,1.0,102,3,20,0
35,김문호,2008,롯데,0.250,8,20,4,5,0,0,0,5,2,0,0,0,0,6,0,0.25,0.25,0,185cm/102kg,1987,0.5,1.0,102,3,21,0
35,김문호,2011,롯데,0.125,12,16,1,2,1,0,0,3,0,0,0,2,0,2,0,0.188,0.222,0,185cm/102kg,1987,0.41,1.0,102,3,24,1
35,김문호,2012,롯데,0.133,12,15,1,2,0,0,0,2,0,0,0,1,0,2,0,0.133,0.188,0,185cm/102kg,1987,0.321,1.0,102,3,25,1
35,김문호,2013,롯데,0.333,10,27,3,9,1,0,0,10,2,2,1,1,0,11,0,0.37,0.357,0,185cm/102kg,1987,0.727,1.0,102,3,26,1
35,김문호,2014,롯데,0.219,11,32,3,7,1,0,0,8,2,2,1,5,0,5,0,0.25,0.324,0,185cm/102kg,1987,0.5740000000000001,1.0,102,3,27,1
35,김문호,2015,롯데,0.333,6,9,2,3,0,0,0,3,1,1,0,0,0,5,0,0.333,0.333,0,185cm/102kg,1987,0.6659999999999999,1.0,102,3,28,1
35,김문호,2016,롯데,0.263,15,38,6,10,3,1,0,15,1,0,1,4,1,8,2,0.395,0.349,0,185cm/102kg,1987,0.7440000000000001,1.0,102,3,29,2
35,김문호,2017,롯데,0.304,10,23,4,7,1,2,0,12,2,0,0,2,0,4,0,0.522,0.36,0,185cm/102kg,1987,0.882,1.0,102,3,30,2
35,김문호,2018,롯데,0.500,5,8,3,4,1,0,0,5,1,0,0,1,0,0,1,0.625,0.556,0,185cm/102kg,1987,1.181,0.0,102,3,31,2
36,김민성,2007,롯데,0.286,5,7,0,2,0,0,0,2,0,0,0,0,0,1,0,0.286,0.286,0,181cm/94kg,1988,0.5720000000000001,1.0,94,3,19,0
36,김민성,2009,롯데,0.250,11,28,2,7,1,0,0,8,2,1,1,1,0,4,0,0.286,0.276,0,181cm/94kg,1988,0.562,1.0,94,3,21,0
36,김민성,2010,넥센,0.150,10,20,1,3,0,0,1,6,2,1,0,0,0,4,1,0.3,0.15,2,181cm/94kg,1988,0.45,1.0,94,3,22,0
36,김민성,2011,넥센,0.400,5,10,1,4,0,1,0,6,2,0,0,0,2,1,0,0.6,0.5,0,181cm/94kg,1988,1.1,1.0,94,3,23,1
36,김민성,2012,넥센,0.250,10,20,1,5,0,1,0,7,1,0,0,2,1,5,0,0.35,0.348,0,181cm/94kg,1988,0.698,1.0,94,3,24,1
36,김민성,2013,넥센,0.278,5,18,2,5,1,0,1,9,2,0,0,0,0,2,1,0.5,0.278,0,181cm/94kg,1988,0.778,1.0,94,3,25,1
36,김민성,2014,넥센,0.250,12,32,1,8,1,0,1,12,6,0,1,1,0,5,0,0.375,0.273,1,181cm/94kg,1988,0.648,1.0,94,3,26,1
36,김민성,2015,넥센,0.333,9,24,2,8,2,1,0,12,4,0,0,1,0,1,0,0.5,0.36,2,181cm/94kg,1988,0.86,1.0,94,3,27,1
36,김민성,2016,넥센,0.306,16,36,3,11,2,0,0,13,7,2,1,5,1,5,0,0.361,0.395,0,181cm/94kg,1988,0.7559999999999999,1.0,94,3,28,1
36,김민성,2017,넥센,0.250,8,24,4,6,3,0,0,9,1,0,0,2,0,4,0,0.375,0.296,3,181cm/94kg,1988,0.6709999999999999,1.0,94,3,29,2
36,김민성,2018,넥센,0.214,7,14,1,3,1,0,0,4,0,0,0,3,0,5,1,0.286,0.353,0,181cm/94kg,1988,0.639,1.0,94,3,30,2
37,김민수,2014,한화,0.217,11,23,2,5,1,0,0,6,3,0,0,2,0,6,0,0.261,0.28,1,177cm/80kg,1991,0.541,1.0,80,1,23,1
37,김민수,2018,삼성,0.000,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,177cm/80kg,1991,0.0,1.0,80,1,27,1
38,김민식,2015,SK,0.125,8,8,1,1,0,1,0,3,2,0,0,0,0,1,0,0.375,0.125,1,180cm/80kg,1989,0.5,1.0,80,1,26,1
38,김민식,2016,SK,0.357,10,14,2,5,1,0,0,6,1,1,0,1,0,2,1,0.429,0.4,0,180cm/80kg,1989,0.8290000000000001,1.0,80,1,27,1
38,김민식,2017,KIA,0.357,10,14,3,5,1,0,0,6,0,1,0,2,0,4,0,0.429,0.438,0,180cm/80kg,1989,0.867,1.0,80,1,28,1
38,김민식,2018,KIA,0.200,5,10,0,2,1,0,0,3,3,0,0,0,1,2,1,0.3,0.25,0,180cm/80kg,1989,0.55,1.0,80,1,29,2
335,홍성갑,2015,넥센,0.200,5,5,0,1,0,0,0,1,0,0,0,0,0,2,0,0.2,0.2,0,181cm/80kg,1992,0.4,1.0,80,1,23,1
335,홍성갑,2016,넥센,0.250,11,12,0,3,0,0,0,3,2,1,0,0,0,2,0,0.25,0.25,0,181cm/80kg,1992,0.5,1.0,80,1,24,1
335,홍성갑,2017,넥센,0.250,11,12,4,3,0,0,0,3,1,0,0,2,0,3,0,0.25,0.357,0,181cm/80kg,1992,0.607,1.0,80,1,25,1
39,김민하,2014,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,181cm/88kg,1989,,1.0,88,2,25,1
39,김민하,2015,롯데,0.313,7,16,3,5,0,0,2,11,4,0,2,0,2,7,1,0.688,0.389,0,181cm/88kg,1989,1.077,1.0,88,2,26,1
39,김민하,2017,롯데,0.231,10,13,0,3,2,0,0,5,2,0,0,1,0,5,0,0.385,0.286,0,181cm/88kg,1989,0.6709999999999999,1.0,88,2,28,1
40,김사훈,2012,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,173cm/89kg,1987,,1.0,89,2,25,1
40,김사훈,2013,롯데,0.200,6,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0.2,0.2,0,173cm/89kg,1987,0.4,1.0,89,2,26,1
40,김사훈,2014,롯데,1.000,7,3,2,3,1,0,1,7,1,0,0,0,0,0,0,2.333,1.0,1,173cm/89kg,1987,3.333,1.0,89,2,27,1
40,김사훈,2017,롯데,0.364,10,11,2,4,0,0,0,4,1,0,0,2,0,2,0,0.364,0.462,0,173cm/89kg,1987,0.8260000000000001,1.0,89,2,30,2
40,김사훈,2018,롯데,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0,173cm/89kg,1987,0.5,1.0,89,2,31,2
41,김상수,2009,삼성,0.348,13,46,8,16,1,1,1,22,2,8,1,8,0,5,1,0.478,0.444,2,175cm/68kg,1990,0.922,1.0,68,0,19,0
41,김상수,2010,삼성,0.125,4,8,0,1,0,0,0,1,0,0,0,0,0,2,1,0.125,0.125,0,175cm/68kg,1990,0.25,1.0,68,0,20,0
41,김상수,2011,삼성,0.261,10,23,3,6,1,1,0,9,4,0,0,3,0,5,0,0.391,0.333,0,175cm/68kg,1990,0.7240000000000001,1.0,68,0,21,0
41,김상수,2012,삼성,0.276,11,29,3,8,0,0,0,8,2,3,1,2,0,2,1,0.276,0.3229999999999999,2,175cm/68kg,1990,0.599,1.0,68,0,22,0
41,김상수,2013,삼성,0.370,10,27,5,10,3,1,0,15,1,1,1,3,0,1,1,0.556,0.433,0,175cm/68kg,1990,0.989,1.0,68,0,23,1
41,김상수,2014,삼성,0.393,10,28,2,11,2,0,0,13,1,4,0,3,0,2,1,0.464,0.452,1,175cm/68kg,1990,0.916,1.0,68,0,24,1
41,김상수,2015,삼성,0.313,12,32,4,10,1,0,0,11,3,1,1,0,0,4,1,0.344,0.294,2,175cm/68kg,1990,0.6379999999999999,1.0,68,0,25,1
41,김상수,2016,삼성,0.314,15,35,8,11,3,0,1,17,6,0,2,3,0,2,0,0.486,0.35,0,175cm/68kg,1990,0.836,1.0,68,0,26,1
41,김상수,2017,삼성,0.333,12,15,0,5,2,0,0,7,4,0,0,0,2,1,0,0.467,0.412,0,175cm/68kg,1990,0.879,1.0,68,0,27,1
41,김상수,2018,삼성,0.267,5,15,0,4,2,0,0,6,1,0,1,0,0,0,0,0.4,0.267,0,175cm/68kg,1990,0.667,1.0,68,0,28,1
42,김상호,2012,롯데,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,1,181cm/87kg,1989,0.0,1.0,87,2,23,1
42,김상호,2016,롯데,0.000,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,181cm/87kg,1989,0.0,1.0,87,2,27,1
42,김상호,2017,롯데,0.238,8,21,4,5,0,1,0,7,3,2,0,2,0,7,0,0.333,0.304,2,181cm/87kg,1989,0.637,1.0,87,2,28,1
42,김상호,2018,롯데,0.222,5,9,0,2,0,0,0,2,2,0,0,0,0,0,0,0.222,0.222,0,181cm/87kg,1989,0.444,1.0,87,2,29,2
43,김선빈,2008,KIA,0.393,13,28,2,11,2,1,0,15,7,1,1,1,0,2,1,0.536,0.4,1,165cm/77kg,1989,0.936,1.0,77,0,19,0
