batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,OPS,외국인,weight,weight_category,age,age_category
297,진갑용,2014,삼성,0.412,11,17,2,7,0,0,0,7,4,0,0,0,0,1,0,0.4117647058823529,0.4117647058823529,1,,1974,0.8235294117647058,1,,,40,3
297,진갑용,2015,삼성,0.324,39,68,8,22,2,0,3,33,10,0,0,4,0,9,3,0.4852941176470588,0.3611111111111111,0,,1974,0.8464052287581699,1,,,41,3
3,강민국,2014,NC,0.0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,176cm/80kg,1992,0.0,1,80.0,1.0,22,0
3,강민국,2015,NC,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,176cm/80kg,1992,0.0,1,80.0,1.0,23,1
3,강민국,2016,NC,0.13,24,23,2,3,1,0,1,7,1,0,0,2,0,9,1,0.304,0.2,4,176cm/80kg,1992,0.504,1,80.0,1.0,24,1
3,강민국,2018,NC,0.25,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,176cm/80kg,1992,0.5,1,80.0,1.0,26,1
4,강민호,2004,롯데,0.0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,1,185cm/100kg,1985,0.0,1,100.0,3.0,19,0
4,강민호,2005,롯데,0.243,104,214,20,52,11,2,2,73,18,1,4,5,2,56,7,0.341,0.267,9,185cm/100kg,1985,0.6080000000000001,1,100.0,3.0,20,0
4,강민호,2006,롯데,0.251,126,410,40,103,20,0,9,150,53,4,1,23,11,78,5,0.366,0.307,12,185cm/100kg,1985,0.6729999999999999,1,100.0,3.0,21,0
4,강민호,2007,롯데,0.271,125,413,48,112,20,0,14,174,68,1,4,37,4,88,10,0.421,0.335,11,185cm/100kg,1985,0.7559999999999999,1,100.0,3.0,22,0
4,강민호,2008,롯데,0.292,122,435,51,127,25,1,19,211,82,2,4,49,7,77,13,0.485,0.365,6,185cm/100kg,1985,0.85,1,100.0,3.0,23,1
4,강민호,2009,롯데,0.26,83,262,36,68,13,0,9,108,30,0,0,33,3,44,9,0.412,0.346,6,185cm/100kg,1985,0.758,1,100.0,3.0,24,1
4,강민호,2010,롯데,0.305,117,410,66,125,19,1,23,215,72,2,7,42,8,65,16,0.524,0.376,11,185cm/100kg,1985,0.9,1,100.0,3.0,25,1
4,강민호,2011,롯데,0.289,124,450,63,130,25,2,19,216,66,4,6,47,8,81,18,0.48,0.366,15,185cm/100kg,1985,0.846,1,100.0,3.0,26,1
4,강민호,2012,롯데,0.273,119,400,41,109,21,0,19,187,66,0,1,44,8,97,9,0.468,0.355,3,185cm/100kg,1985,0.823,1,100.0,3.0,27,1
4,강민호,2013,롯데,0.235,105,327,48,77,13,0,11,123,57,4,1,60,11,87,5,0.376,0.366,8,185cm/100kg,1985,0.742,1,100.0,3.0,28,1
4,강민호,2014,롯데,0.229,98,310,37,71,14,2,16,137,40,1,2,33,13,92,6,0.442,0.325,3,185cm/100kg,1985,0.767,1,100.0,3.0,29,2
4,강민호,2015,롯데,0.311,123,380,63,118,18,1,35,243,86,0,0,60,14,112,14,0.639,0.421,8,185cm/100kg,1985,1.06,1,100.0,3.0,30,2
4,강민호,2016,롯데,0.3229999999999999,116,381,65,123,26,0,20,209,72,4,0,66,10,91,7,0.5489999999999999,0.433,4,185cm/100kg,1985,0.982,1,100.0,3.0,31,2
4,강민호,2017,롯데,0.285,130,456,62,130,22,1,22,220,68,0,2,41,15,104,15,0.482,0.361,11,185cm/100kg,1985,0.843,1,100.0,3.0,32,2
4,강민호,2018,삼성,0.269,129,427,46,115,14,0,22,195,71,0,0,29,14,96,11,0.457,0.331,8,185cm/100kg,1985,0.7879999999999999,1,100.0,3.0,33,2
5,강백호,2018,KT,0.29,138,527,108,153,32,2,29,276,84,3,5,52,3,124,4,0.524,0.356,6,184cm/98kg,1999,0.88,1,98.0,3.0,19,0
6,강병식,2002,현대,0.208,89,130,16,27,3,1,6,50,20,0,2,11,3,35,5,0.3846153846153846,0.2847222222222222,1,,1977,0.6693376068376069,1,,,25,1
6,강병식,2003,현대,0.138,43,65,6,9,0,1,2,17,11,0,1,12,1,17,1,0.2615384615384615,0.282051282051282,4,,1977,0.5435897435897437,1,,,26,1
6,강병식,2004,현대,0.176,16,17,0,3,1,0,0,4,1,1,0,3,0,5,1,0.2352941176470588,0.3,0,,1977,0.5352941176470588,1,,,27,1
6,강병식,2005,현대,0.247,94,182,25,45,10,0,6,73,20,2,0,27,4,44,6,0.4010989010989011,0.3568075117370892,3,,1977,0.7579064128359903,1,,,28,1
6,강병식,2006,현대,0.218,93,133,16,29,7,1,4,50,25,1,1,19,4,28,7,0.3759398496240601,0.3333333333333333,2,,1977,0.7092731829573935,1,,,29,2
6,강병식,2007,현대,0.274,91,135,11,37,4,0,4,53,17,0,1,13,0,24,5,0.3925925925925926,0.3378378378378378,3,,1977,0.7304304304304304,1,,,30,2
6,강병식,2008,넥센,0.269,71,119,12,32,8,0,4,52,17,0,2,14,3,18,2,0.4369747899159664,0.3602941176470588,2,,1977,0.7972689075630253,1,,,31,2
6,강병식,2009,넥센,0.25,54,76,9,19,4,0,2,29,14,2,2,13,3,21,0,0.3815789473684211,0.3804347826086957,3,,1977,0.7620137299771168,1,,,32,2
6,강병식,2010,넥센,0.287,107,251,32,72,9,1,9,110,30,2,2,34,11,51,5,0.4382470119521912,0.3952702702702703,0,,1977,0.8335172822224615,1,,,33,2
6,강병식,2011,넥센,0.174,77,167,16,29,8,1,2,45,17,2,0,15,2,53,3,0.2694610778443114,0.25,0,,1977,0.5194610778443114,1,,,34,2
6,강병식,2012,넥센,0.2,26,30,4,6,2,0,0,8,2,1,1,5,1,9,0,0.2666666666666666,0.3333333333333333,0,,1977,0.6,1,,,35,2
7,강봉규,2000,두산,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,,1978,0.0,1,,,22,0
7,강봉규,2001,두산,0.236,64,89,16,21,7,1,2,36,11,2,0,6,1,28,1,0.4044943820224719,0.2916666666666667,1,,1978,0.6961610486891385,1,,,23,1
7,강봉규,2002,두산,0.25,93,160,30,40,6,1,5,63,25,6,1,16,2,43,4,0.39375,0.3258426966292135,1,,1978,0.7195926966292134,1,,,24,1
7,강봉규,2003,두산,0.231,6,13,3,3,0,0,1,6,3,1,0,2,0,2,1,0.4615384615384616,0.3333333333333333,0,,1978,0.7948717948717949,1,,,25,1
7,강봉규,2004,두산,0.236,40,72,14,17,2,1,1,24,5,2,1,10,1,20,0,0.3333333333333333,0.3373493975903614,1,,1978,0.6706827309236947,1,,,26,1
7,강봉규,2005,두산,0.235,48,102,12,24,3,1,1,32,10,2,1,18,2,30,2,0.3137254901960784,0.3606557377049181,0,,1978,0.6743812279009964,1,,,27,1
7,강봉규,2006,삼성,0.234,87,128,16,30,6,1,4,50,16,4,3,13,1,33,2,0.390625,0.3098591549295774,1,,1978,0.7004841549295775,1,,,28,1
7,강봉규,2007,삼성,0.282,83,142,20,40,9,1,1,54,13,4,2,16,5,25,4,0.380281690140845,0.3742331288343558,2,,1978,0.7545148189752009,1,,,29,2
7,강봉규,2008,삼성,0.276,81,134,27,37,8,0,3,54,14,3,4,19,3,28,3,0.4029850746268657,0.3782051282051282,1,,1978,0.7811902028319939,1,,,30,2
7,강봉규,2009,삼성,0.31,126,449,89,139,24,2,20,227,78,20,3,69,4,61,15,0.5055679287305123,0.4061302681992337,4,,1978,0.911698196929746,1,,,31,2
7,강봉규,2010,삼성,0.237,89,232,38,55,12,0,4,79,26,8,0,40,2,44,8,0.3405172413793103,0.354014598540146,4,,1978,0.6945318399194563,1,,,32,2
7,강봉규,2011,삼성,0.267,52,146,14,39,7,1,1,51,18,3,1,17,2,24,3,0.3493150684931507,0.3515151515151515,1,,1978,0.7008302200083022,1,,,33,2
7,강봉규,2012,삼성,0.255,102,235,30,60,10,1,6,90,38,5,3,28,2,49,5,0.3829787234042553,0.3396226415094339,2,,1978,0.7226013649136893,1,,,34,2
7,강봉규,2013,삼성,0.207,32,82,11,17,5,0,0,22,5,3,0,14,1,19,5,0.2682926829268293,0.3298969072164948,0,,1978,0.5981895901433241,1,,,35,2
7,강봉규,2015,삼성,0.0,5,6,0,0,0,0,0,0,0,0,0,1,1,3,0,0.0,0.25,0,,1978,0.25,1,,,37,2
8,강상원,2017,한화,0.214,33,14,8,3,1,0,0,4,1,0,0,0,0,5,0,0.286,0.214,0,172cm/64kg,1997,0.5,1,64.0,0.0,20,0
8,강상원,2018,한화,0.0,6,6,0,0,0,0,0,0,0,1,0,1,0,2,0,0.0,0.143,0,172cm/64kg,1997,0.143,1,64.0,0.0,21,0
9,강승호,2016,LG,0.184,18,38,4,7,3,0,0,10,3,0,0,2,0,12,0,0.263,0.22,5,179cm/77kg,1994,0.483,1,77.0,0.0,22,0
9,강승호,2017,LG,0.25,85,248,42,62,14,2,5,95,31,2,2,7,3,67,5,0.383,0.272,12,179cm/77kg,1994,0.655,1,77.0,0.0,23,1
9,강승호,2018,SK,0.255,69,184,14,47,10,0,3,66,31,1,1,18,3,57,2,0.359,0.33,11,179cm/77kg,1994,0.6890000000000001,1,77.0,0.0,24,1
10,강정호,2006,현대,0.15,10,20,1,3,1,0,0,4,1,0,1,0,0,8,1,0.2,0.15,3,,1987,0.35,1,,,19,0
10,강정호,2007,현대,0.133,20,15,0,2,0,0,0,2,0,0,0,0,0,5,1,0.1333333333333333,0.1333333333333333,0,,1987,0.2666666666666666,1,,,20,0
10,강정호,2008,넥센,0.271,116,362,36,98,18,1,8,142,47,3,1,31,5,65,12,0.3922651933701657,0.3366834170854271,13,,1987,0.7289486104555929,1,,,21,0
10,강정호,2009,넥센,0.286,133,476,73,136,33,2,23,242,81,3,2,45,4,81,18,0.5084033613445378,0.3523809523809524,15,,1987,0.8607843137254902,1,,,22,0
10,강정호,2010,넥센,0.301,133,449,60,135,30,2,12,205,58,2,2,61,7,87,14,0.4565701559020045,0.3926499032882012,23,,1987,0.8492200591902056,1,,,23,1
10,강정호,2011,넥센,0.282,123,444,53,125,22,2,9,178,63,4,6,43,9,62,12,0.4009009009009009,0.3568548387096774,13,,1987,0.7577557396105783,1,,,24,1
10,강정호,2012,넥센,0.314,124,436,77,137,32,0,25,244,82,21,5,71,6,78,16,0.5596330275229358,0.4171539961013645,12,,1987,0.9767870236243004,1,,,25,1
10,강정호,2013,넥센,0.291,126,450,67,131,21,1,22,220,96,15,8,68,6,109,18,0.4888888888888889,0.3912213740458016,15,,1987,0.8801102629346904,1,,,26,1
10,강정호,2014,넥센,0.356,117,418,103,149,36,2,40,309,117,3,3,68,13,106,8,0.7392344497607656,0.4609218436873748,9,,1987,1.2001562934481402,1,,,27,1
11,강진성,2013,NC,0.5,3,2,1,1,1,0,0,2,0,0,0,1,0,0,0,1.0,0.667,0,180cm/81kg,1993,1.6669999999999998,1,81.0,1.0,20,0
11,강진성,2017,NC,0.296,28,27,5,8,3,0,1,14,5,0,0,4,1,4,1,0.519,0.406,0,180cm/81kg,1993,0.925,1,81.0,1.0,24,1
11,강진성,2018,NC,0.235,45,68,5,16,3,0,0,19,1,0,0,4,0,17,3,0.279,0.274,0,180cm/81kg,1993,0.5529999999999999,1,81.0,1.0,25,1
12,강한울,2014,KIA,0.264,93,208,32,55,5,4,0,68,14,4,2,8,1,44,1,0.327,0.294,11,181cm/66kg,1991,0.621,1,66.0,0.0,23,1
12,강한울,2015,KIA,0.205,90,264,30,54,8,3,0,68,12,9,4,13,3,51,2,0.258,0.25,12,181cm/66kg,1991,0.508,1,66.0,0.0,24,1
12,강한울,2016,KIA,0.272,104,298,36,81,13,3,0,100,27,7,3,15,0,46,2,0.336,0.307,11,181cm/66kg,1991,0.643,1,66.0,0.0,25,1
12,강한울,2017,삼성,0.303,135,412,58,125,9,3,0,140,24,12,7,26,0,57,4,0.34,0.344,16,181cm/66kg,1991,0.6839999999999999,1,66.0,0.0,26,1
12,강한울,2018,삼성,0.259,83,193,20,50,5,2,0,59,8,3,4,12,1,34,1,0.306,0.306,4,181cm/66kg,1991,0.612,1,66.0,0.0,27,1
13,고도현,2013,롯데,0.25,4,4,0,1,0,0,0,1,1,0,0,0,0,2,0,0.25,0.25,0,,1990,0.5,1,,,23,1
13,고도현,2014,롯데,0.286,4,7,0,2,0,0,0,2,1,0,0,0,0,2,0,0.2857142857142857,0.2857142857142857,0,,1990,0.5714285714285714,1,,,24,1
14,고동진,2004,한화,0.317,51,161,27,51,12,0,5,78,19,8,2,7,7,40,1,0.484472049689441,0.3714285714285713,3,,1980,0.8559006211180125,1,,,24,1
14,고동진,2005,한화,0.2,94,250,42,50,14,0,3,73,11,11,3,23,16,45,4,0.292,0.3079584775086505,4,,1980,0.5999584775086505,1,,,25,1
14,고동진,2006,한화,0.241,120,370,40,89,14,2,4,119,29,16,4,21,12,80,6,0.3216216216216216,0.3027295285359802,3,,1980,0.6243511501576018,1,,,26,1
14,고동진,2007,한화,0.249,124,394,68,98,8,5,1,119,37,10,4,50,16,67,6,0.3020304568527919,0.3565217391304348,2,,1980,0.6585521959832267,1,,,27,1
14,고동진,2008,한화,0.218,31,87,14,19,5,0,0,24,5,2,0,6,0,13,4,0.2758620689655172,0.2688172043010752,0,,1980,0.5446792732665925,1,,,28,1
14,고동진,2011,한화,0.251,97,195,31,49,9,0,3,67,19,3,2,15,5,33,5,0.3435897435897436,0.3209302325581395,2,,1980,0.6645199761478829,1,,,31,2
14,고동진,2012,한화,0.27,110,281,32,76,12,0,3,97,29,8,9,38,5,48,10,0.3451957295373665,0.367283950617284,1,,1980,0.7124796801546505,1,,,32,2
14,고동진,2013,한화,0.272,93,312,31,85,14,0,1,102,31,4,8,34,6,54,11,0.3269230769230769,0.3551136363636363,2,,1980,0.6820367132867133,1,,,33,2
14,고동진,2014,한화,0.241,73,187,21,45,5,0,1,53,14,0,2,18,2,35,2,0.2834224598930481,0.3140096618357488,2,,1980,0.597432121728797,1,,,34,2
14,고동진,2015,한화,0.1689999999999999,27,59,5,10,4,0,0,14,7,0,0,2,4,13,3,0.2372881355932203,0.2461538461538461,0,,1980,0.4834419817470666,1,,,35,2
15,고메즈,2016,SK,0.283,117,456,74,129,31,0,21,223,62,16,8,25,5,87,11,0.4890350877192983,0.3271604938271605,25,,1988,0.8161955815464588,0,,,28,1
16,고명성,2018,KT,0.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,178cm/68kg,1999,0.0,1,68.0,0.0,19,0
17,고영민,2002,두산,0.1,16,10,1,1,0,0,0,1,1,1,1,0,0,1,0,0.1,0.1,0,,1984,0.2,1,,,18,0
17,고영민,2003,두산,0.231,32,13,2,3,0,0,0,3,0,1,0,0,0,3,0,0.2307692307692308,0.2307692307692308,1,,1984,0.4615384615384616,1,,,19,0
17,고영민,2005,두산,0.118,16,17,2,2,0,0,0,2,0,0,0,0,1,9,0,0.1176470588235294,0.1666666666666666,0,,1984,0.2843137254901961,1,,,21,0
17,고영민,2006,두산,0.27,116,315,38,85,15,5,2,116,29,14,10,24,12,59,6,0.3682539682539683,0.3447293447293447,11,,1984,0.7129833129833131,1,,,22,0
17,고영민,2007,두산,0.268,126,444,89,119,29,1,12,186,66,36,10,61,17,105,9,0.4189189189189189,0.3773946360153257,9,,1984,0.7963135549342446,1,,,23,1
17,고영민,2008,두산,0.267,126,427,84,114,15,3,9,162,70,39,9,74,14,109,10,0.3793911007025761,0.3922330097087378,9,,1984,0.7716241104113141,1,,,24,1
17,고영민,2009,두산,0.235,85,281,59,66,11,3,6,101,29,12,4,33,13,76,3,0.3594306049822064,0.3425076452599388,6,,1984,0.7019382502421452,1,,,25,1
17,고영민,2010,두산,0.205,100,293,53,60,10,1,6,90,35,11,3,34,14,67,4,0.3071672354948805,0.3167155425219941,7,,1984,0.6238827780168748,1,,,26,1
17,고영민,2011,두산,0.21,93,176,31,37,5,1,3,53,16,6,6,18,7,50,4,0.3011363636363636,0.308457711442786,5,,1984,0.6095940750791498,1,,,27,1
17,고영민,2012,두산,0.265,58,151,33,40,10,1,3,61,26,7,1,13,3,28,5,0.4039735099337749,0.3353293413173652,5,,1984,0.7393028512511401,1,,,28,1
17,고영민,2013,두산,0.286,10,14,3,4,1,0,1,8,1,1,0,3,0,5,1,0.5714285714285714,0.4117647058823529,0,,1984,0.9831932773109244,1,,,29,2
17,고영민,2014,두산,0.287,52,94,18,27,2,0,1,32,7,1,1,11,0,18,3,0.3404255319148936,0.3619047619047619,2,,1984,0.7023302938196555,1,,,30,2
17,고영민,2015,두산,0.328,41,67,13,22,1,0,3,32,11,4,2,6,3,22,4,0.4776119402985074,0.4078947368421053,4,,1984,0.8855066771406127,1,,,31,2
17,고영민,2016,두산,0.25,8,4,1,1,1,0,0,2,1,0,0,1,0,1,0,0.5,0.4,0,,1984,0.9,1,,,32,2
230,이종환,2010,KIA,0.172,47,87,8,15,5,1,2,28,13,0,0,6,0,31,0,0.3218390804597701,0.2258064516129032,0,,1986,0.5476455320726733,1,,,24,1
230,이종환,2012,KIA,0.385,6,13,2,5,2,0,1,10,3,0,0,0,0,3,0,0.7692307692307693,0.3846153846153846,0,,1986,1.153846153846154,1,,,26,1
230,이종환,2013,KIA,0.285,42,123,6,35,9,0,1,47,12,1,0,12,0,30,1,0.3821138211382114,0.3481481481481481,0,,1986,0.7302619692863596,1,,,27,1
230,이종환,2014,KIA,0.287,92,122,14,35,9,0,2,50,23,0,2,11,2,33,1,0.4098360655737705,0.3555555555555556,1,,1986,0.7653916211293261,1,,,28,1
230,이종환,2015,한화,0.29,44,100,14,29,4,0,0,33,12,0,0,6,0,21,0,0.33,0.330188679245283,1,,1986,0.6601886792452829,1,,,29,2
230,이종환,2016,한화,0.276,31,29,3,8,1,0,0,9,4,0,0,3,0,10,1,0.3103448275862069,0.34375,0,,1986,0.6540948275862069,1,,,30,2
230,이종환,2017,한화,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,,1986,0.0,1,,,31,2
18,고종욱,2011,넥센,0.248,54,105,12,26,5,4,1,42,9,7,6,5,0,26,0,0.4,0.279,0,184cm/83kg,1989,0.679,1,83.0,1.0,22,0
18,고종욱,2014,넥센,0.0,8,12,2,0,0,0,0,0,0,1,0,2,0,4,0,0.0,0.143,0,184cm/83kg,1989,0.143,1,83.0,1.0,25,1
18,고종욱,2015,넥센,0.31,119,407,81,126,25,4,10,189,51,22,14,25,6,81,10,0.464,0.358,3,184cm/83kg,1989,0.8220000000000001,1,83.0,1.0,26,1
18,고종욱,2016,넥센,0.334,133,527,92,176,22,9,8,240,72,28,14,28,5,103,10,0.455,0.37,1,184cm/83kg,1989,0.825,1,83.0,1.0,27,1
18,고종욱,2017,넥센,0.312,123,426,70,133,24,8,8,197,54,16,4,22,3,92,11,0.462,0.349,5,184cm/83kg,1989,0.8109999999999999,1,83.0,1.0,28,1
18,고종욱,2018,넥센,0.279,102,330,47,92,22,0,6,132,54,17,4,15,1,96,2,0.4,0.309,3,184cm/83kg,1989,0.7090000000000001,1,83.0,1.0,29,2
19,구자욱,2015,삼성,0.349,116,410,97,143,33,5,11,219,57,17,7,45,6,79,3,0.534,0.417,13,189cm/75kg,1993,0.951,1,75.0,0.0,22,0
19,구자욱,2016,삼성,0.343,108,428,105,147,19,13,14,234,77,10,5,55,5,68,4,0.547,0.42,7,189cm/75kg,1993,0.967,1,75.0,0.0,23,1
19,구자욱,2017,삼성,0.31,144,564,108,175,39,10,21,297,107,10,4,63,10,138,1,0.527,0.383,5,189cm/75kg,1993,0.91,1,75.0,0.0,24,1
19,구자욱,2018,삼성,0.333,116,478,100,159,26,5,20,255,84,10,0,43,5,110,4,0.5329999999999999,0.392,4,189cm/75kg,1993,0.925,1,75.0,0.0,25,1
20,국해성,2012,두산,0.0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,180cm/94kg,1989,0.0,1,94.0,3.0,23,1
20,국해성,2015,두산,0.2,11,20,6,4,1,0,1,8,5,0,0,2,1,5,2,0.4,0.28,0,180cm/94kg,1989,0.68,1,94.0,3.0,26,1
20,국해성,2016,두산,0.278,58,151,28,42,11,0,4,65,24,1,1,21,1,36,1,0.43,0.368,1,180cm/94kg,1989,0.7979999999999999,1,94.0,3.0,27,1
20,국해성,2017,두산,0.209,57,86,15,18,3,0,3,30,17,0,0,5,4,23,2,0.349,0.281,0,180cm/94kg,1989,0.63,1,94.0,3.0,28,1
20,국해성,2018,두산,0.333,14,24,4,8,3,0,0,11,1,1,0,3,1,5,1,0.458,0.429,0,180cm/94kg,1989,0.887,1,94.0,3.0,29,2
122,박재홍,1996,현대,0.295,126,481,75,142,29,4,30,269,108,36,17,53,7,107,7,0.5592515592515592,0.3733826247689464,2,,1973,0.9326341840205056,1,,,23,1
122,박재홍,1997,현대,0.326,96,331,77,108,16,0,27,205,69,22,14,66,4,59,5,0.6193353474320241,0.4438902743142145,2,,1973,1.0632256217462386,1,,,24,1
122,박재홍,1998,현대,0.266,119,428,86,114,25,2,30,233,84,43,19,66,9,83,13,0.5443925233644861,0.3757455268389662,1,,1973,0.9201380502034522,1,,,25,1
